#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
CA|CPAL|42.310533|3.16244|212.0|Palau-saverdera|2007-03-01T00:00:00|2599-12-31T23:59:59
CA|CSOR|42.374429|1.132743|1227.0|Soriguera|2001-12-01T00:00:00|2599-12-31T23:59:59
CA|CTRE|42.322275|0.77236|1318.0|Tremp|2006-07-01T00:00:00|2599-12-31T23:59:59
CC|JRO|46.27527|-122.21826|1219.0|Johnston Ridge Observatory|2004-10-02T00:00:00|2599-12-31T23:59:59
CH|BRANT|46.938011|6.47298|1145.0|Les Verrieres|2002-11-06T00:00:00|2599-12-31T23:59:59
CH|FIESA|46.435268|8.11043|2338.0|Fiescheralp|2009-11-12T00:00:00|2599-12-31T23:59:59
CH|FUORN|46.62022|10.26352|2333.0|Ofenpass-Fuorn|2000-09-29T00:00:00|2599-12-31T23:59:59
CH|HASLI|46.756809|8.15117|1280.0|Hasliberg/Brienz|1999-06-16T00:00:00|2599-12-31T23:59:59
CH|LIENZ|47.294601|9.4927|1720.0|Kamor / St. Gall|2004-10-28T14:10:00|2599-12-31T23:59:59
CH|MUGIO|45.92186|9.04167|830.0|Muggio|2002-02-20T00:00:00|2599-12-31T23:59:59
CH|SENIN|46.36335|7.2993|2035.0|Lac Selin/Sanetsch|2002-02-13T00:00:00|2599-12-31T23:59:59
CH|SLE|47.7645|8.49236|648.0|Schleitheim|2001-04-14T00:00:00|2599-12-31T23:59:59
CI|ADO|34.550461|-117.433907|908.0|Adelanto Receiving|2000-08-09T00:00:00|2599-12-31T23:59:59
CI|ARV|35.1269|-118.83009|258.0|Arvin|1983-09-15T00:00:00|2599-12-31T23:59:59
CI|BAK|35.34444|-119.104446|116.0|Calstate Bakersfield|1999-06-21T00:00:00|2599-12-31T23:59:59
CI|BAR|32.68005|-116.67215|529.0|Barrett|1932-09-04T00:00:00|2599-12-31T23:59:59
CI|BBR|34.2623|-116.92075|2069.0|Big Bear Solar Observatory|2000-06-14T22:00:00|2599-12-31T23:59:59
CI|BC3|33.655151|-115.453659|1137.0|Big Chuckawalla Mtns|1991-05-08T00:00:00|2599-12-31T23:59:59
CI|BEL|34.0006|-115.9982|1388.0|Belle Mountain Joshua Tree|2001-03-15T00:00:00|2599-12-31T23:59:59
CI|BFS|34.238831|-117.658531|1312.0|Mt. Baldy Ranger Station|2001-07-10T00:00:00|2599-12-31T23:59:59
CI|CHF|34.333408|-118.025848|1594.0|Chilao Flat Rngr Sta|1998-11-03T00:00:00|2599-12-31T23:59:59
CI|CIA|33.401897|-118.415024|477.0|Catalina Island Airport|1998-09-10T00:00:00|2599-12-31T23:59:59
CI|CWC|36.439049|-118.080498|1569.5|Cottonwood Creek|1965-10-15T00:00:00|2599-12-31T23:59:59
CI|DAN|34.637451|-115.381149|428.0|Danby|1998-09-22T00:00:00|2599-12-31T23:59:59
CI|DEC|34.253529|-118.333832|519.0|Green Verdugo Site|2000-08-10T20:30:00|2599-12-31T23:59:59
CI|DGR|33.65001|-117.00947|650.0|Domenigoni|1993-06-22T00:00:00|2599-12-31T23:59:59
CI|DJJ|34.10618|-118.45505|268.0|Donna Jones Jenkins|1998-11-09T00:00:00|2599-12-31T23:59:59
CI|EDW2|34.8811|-117.993881|772.0|Edwards 2|2004-05-04T00:00:00|2599-12-31T23:59:59
CI|FMP|33.712639|-118.293808|89.0|Fort Macarthur Park|2000-08-30T00:00:00|2599-12-31T23:59:59
CI|FUR|36.46703|-116.86322|-37.0|Furnace Creek|1996-11-19T00:00:00|2599-12-31T23:59:59
CI|GLA|33.05149|-114.82706|610.0|Glamis|1966-12-19T00:00:00|2599-12-31T23:59:59
CI|GMR|34.784569|-115.659943|1326.0|Granite Mountains Research Center|2006-04-04T00:00:00|2599-12-31T23:59:59
CI|GRA|36.996078|-117.366211|689.0|Grapevine Ranger Station|2001-04-18T00:00:00|2599-12-31T23:59:59
CI|GSC|35.301769|-116.80574|1000.0|Goldstone|1961-11-07T00:00:00|2599-12-31T23:59:59
CI|HEC|34.8294|-116.335|920.0|Hector|1997-08-01T00:00:00|2599-12-31T23:59:59
CI|IKP|32.65012|-116.109482|906.0|In-Ko-Pah|1972-03-29T00:00:00|2599-12-31T23:59:59
CI|IRM|34.157379|-115.145126|567.0|Iron Mountain|2001-12-05T00:00:00|2599-12-31T23:59:59
CI|ISA|35.66278|-118.47403|873.0|Isabella|1946-03-16T00:00:00|2599-12-31T23:59:59
CI|LRL|35.47954|-117.68212|1340.0|Laurel Mtn|1992-07-29T00:00:00|2599-12-31T23:59:59
CI|MLAC|37.630192|-118.836052|2162.0|Mammoth|1992-11-04T00:00:00|2599-12-31T23:59:59
CI|MPM|36.05799|-117.48901|1839.0|Manuel Prospect Mine|1998-06-25T00:00:00|2599-12-31T23:59:59
CI|MUR|33.599991|-117.195427|562.0|Murrieta|2005-07-25T00:00:00|2599-12-31T23:59:59
CI|MWC|34.22362|-118.05832|1725.0|Mount Wilson Obsv|1928-04-23T00:00:00|2599-12-31T23:59:59
CI|OSI|34.614498|-118.723503|718.0|Osito Audit: Castaic Lake|1995-06-28T00:00:00|2599-12-31T23:59:59
CI|PASC|34.17141|-118.18523|341.0|Art Center College of Design (GSN-affiliate)|2006-10-05T00:00:00|2599-12-31T23:59:59
CI|PDM|34.30336|-114.141518|144.0|Parker|2001-09-20T00:00:00|2599-12-31T23:59:59
CI|PHL|35.40773|-120.54556|355.0|Park Hill|1997-07-23T00:00:00|2599-12-31T23:59:59
CI|PLM|33.353611|-116.862648|1691.0|Palomar|1939-09-09T00:00:00|2599-12-31T23:59:59
CI|RPV|33.743462|-118.404121|107.0|Rancho Palos Verdes|1993-05-12T00:00:00|2599-12-31T23:59:59
CI|RRX|34.875332|-116.996841|676.2|Barstow Service Center|2000-11-08T00:00:00|2599-12-31T23:59:59
CI|SBC|34.440762|-119.71492|94.0|Santa Barbara|1932-01-05T00:00:00|2599-12-31T23:59:59
CI|SCI2|32.9799|-118.546967|199.0|San Clemente Island 2|2003-10-23T00:00:00|2599-12-31T23:59:59
CI|SDD|33.552589|-117.661713|120.0|Saddleback|1999-04-20T00:00:00|2599-12-31T23:59:59
CI|SHO|35.899529|-116.275299|451.0|Shoshone|1996-10-14T00:00:00|2599-12-31T23:59:59
CI|SLA|35.89095|-117.28332|1174.0|Slate Mountain|1999-03-09T00:00:00|2599-12-31T23:59:59
CI|SMM|35.3142|-119.99581|599.0|Simmler|1999-11-09T00:00:00|2599-12-31T23:59:59
CI|SVD|34.106468|-117.098221|605.0|Seven Oaks|1990-12-04T00:00:00|2599-12-31T23:59:59
CI|SWS|32.94508|-115.79988|140.0|Sam W. Stewart|1997-09-20T00:00:00|2599-12-31T23:59:59
CI|TIN|37.054218|-118.230087|1197.0|Tinemaha|1932-01-01T00:00:00|2599-12-31T23:59:59
CI|TUQ|35.435841|-115.923889|1350.0|Turquoise Mountain|2002-05-02T00:00:00|2599-12-31T23:59:59
CI|USC|34.019192|-118.286308|58.0|Univ Southern Ca|1993-02-17T00:00:00|2599-12-31T23:59:59
CI|VES|35.840889|-119.084686|154.0|Vestal|1999-09-30T00:00:00|2599-12-31T23:59:59
CI|VOG|36.32098|-119.382263|90.0|Valley Oaks Golf Course|2011-05-26T00:00:00|2599-12-31T23:59:59
CI|VTV|34.56065|-117.329597|843.0|Victorville|1993-04-14T00:00:00|2599-12-31T23:59:59
CM|HEL|6.1909|-75.529|2857.0|Santa Helena, Medellin, Colombia|2011-06-18T18:40:00|2599-12-31T23:59:59
CM|RUS|5.8925|-73.083167|3697.0|La Rusia, Boyaca, Colombia|2009-04-03T00:00:00|2599-12-31T23:59:59
CM|SJC|9.896667|-75.1795|596.0|San Jacinto, Bolivar, Colombia|2011-05-03T00:00:00|2599-12-31T23:59:59
CM|TUM|1.823667|-78.726667|50.0|Tumaco, Narino, Colombia|2007-06-30T00:00:00|2599-12-31T23:59:59
CM|URI|11.702|-71.993|68.0|Uribia, Guajira, Colombia|2008-12-17T00:00:00|2599-12-31T23:59:59
CN|A11|47.2431|-70.1969|55.0|St-Roch-Des-Aulnaies, QC, CA|1994-10-16T00:00:00|2599-12-31T23:59:59
CN|A16|47.468|-70.0096|13.0|Riviere Ouelle, QC, CA|1994-10-15T00:00:00|2599-12-31T23:59:59
CN|A21|47.7045|-69.6892|47.0|St-Andre, QC, CA|1994-10-17T00:00:00|2599-12-31T23:59:59
CN|A54|47.4568|-70.4134|377.0|Misere, QC, CA|1994-10-20T00:00:00|2599-12-31T23:59:59
CN|A61|47.6936|-70.0914|380.0|Sainte Mathilde, QC, CA|1994-10-19T00:00:00|2599-12-31T23:59:59
CN|A64|47.8274|-69.8914|132.0|Saint-Simeon, QC, CA|1994-10-19T00:00:00|2599-12-31T23:59:59
CN|ATKO|48.8231|-91.6004|382.7|Atikokan Iron Mine, ON, CA|2004-06-09T00:00:00|2599-12-31T23:59:59
CN|BAIB|52.5757|-131.7534|804.0|Barry Inlet, BC, CA|2017-08-10T00:00:00|2599-12-31T23:59:59
CN|BCLQ|46.9264|-71.1727|147.0|Boischatel, QC, CA|2007-11-02T00:00:00|2599-12-31T23:59:59
CN|BFSB|48.8336|-125.136|33.0|Bamfield, BC, CA|2013-11-15T00:00:00|2599-12-31T23:59:59
CN|BJBQ|50.2874|-62.8094|6.0|Baie Johan Beetz, QC, CA|2017-09-23T00:00:00|2599-12-31T23:59:59
CN|BLKN|64.3185|-96.0024|40.0|Baker Lake, NU, CA|2017-08-13T00:00:00|2599-12-31T23:59:59
CN|BMTB|56.0451|-122.1332|1099.0|Bullhead Mountain, BC, CA|2017-09-18T00:00:00|2599-12-31T23:59:59
CN|BPEB|50.1566|-127.7719|737.0|Brooks Peninsula, BC, CA|2018-06-22T00:00:00|2599-12-31T23:59:59
CN|BRWY|61.3704|-139.0338|802.5|Burwash Landing, YT, CA|2018-07-12T00:00:00|2599-12-31T23:59:59
CN|BVCY|62.4141|-140.8606|708.0|Beaver Creek, YT, CA|2010-08-14T00:00:00|2599-12-31T23:59:59
CN|CACQ|47.9481|-69.4996|6.0|Cacouna, QC, CA|2018-06-14T00:00:00|2599-12-31T23:59:59
CN|CBB|50.0315|-125.3652|277.0|Campbell River, BC, CA|1996-11-28T00:00:00|2599-12-31T23:59:59
CN|CHEG|46.8083|-60.6745|443.0|Cheticamp, NS, CA|2005-10-19T00:00:00|2599-12-31T23:59:59
CN|CHRO|46.0376|-77.3794|180.0|Chalk River, ON, CA|2018-10-17T00:00:00|2599-12-31T23:59:59
CN|CLRS|48.8203|-124.1309|174.0|Cowichan Lake Research St, BC, CA|2014-09-11T00:00:00|2599-12-31T23:59:59
CN|DAWY|64.0647|-139.3937|771.0|Dawson, YT, CA|1993-07-01T00:00:00|2599-12-31T23:59:59
CN|DI2B|53.2022|-132.4767|82.0|Dawson Inlet, BC, CA|2018-07-22T00:00:00|2599-12-31T23:59:59
CN|DIB|53.2025|-132.4767|68.0|Dawson Inlet, BC, CA|2004-03-15T00:00:00|2599-12-31T23:59:59
CN|DLBC|58.4368|-130.0304|976.0|Dease Lake, BC, CA|1994-09-28T00:00:00|2599-12-31T23:59:59
CN|DPQ|46.6803|-72.7771|179.0|St-Jean-Des-Piles, QC, CA|1996-09-20T00:00:00|2599-12-31T23:59:59
CN|DRLN|49.2562|-57.5032|241.0|Deer Lake, NL, CA|1993-12-14T00:00:00|2599-12-31T23:59:59
CN|EDM|53.223|-113.3497|727.0|Edmonton, AB, CA|1992-06-03T00:00:00|2599-12-31T23:59:59
CN|EFO|43.0925|-79.3099|137.0|Effingham, ON, CA|1995-02-28T00:00:00|2599-12-31T23:59:59
CN|EPLO|49.6737|-93.7258|437.3|Exp. Lake, ON, CA|2004-06-11T00:00:00|2599-12-31T23:59:59
CN|FCC|58.7592|-94.0884|19.0|Fort Churchill, MB, CA|1993-10-01T00:00:00|2599-12-31T23:59:59
CN|FNSB|58.8061|-122.7328|440.0|Fort Nelson, BC, CA|2017-08-02T00:00:00|2599-12-31T23:59:59
CN|FRB|63.7469|-68.5451|25.0|Iqaluit, NU, CA|1992-06-03T00:00:00|2599-12-31T23:59:59
CN|FSJB|54.4588|-124.2944|704.0|Fort St James, BC, CA|2015-11-04T00:00:00|2599-12-31T23:59:59
CN|GAC|45.7032|-75.4776|167.2|Glen Almond, QC, CA|1993-04-27T00:00:00|2599-12-31T23:59:59
CN|GBN|45.4079|-61.5128|47.0|Guysborough, NS, CA|2005-10-17T00:00:00|2599-12-31T23:59:59
CN|GDR|49.7805|-126.0557|123.0|Gold River, BC, CA|1996-11-28T00:00:00|2599-12-31T23:59:59
CN|GGN|45.1184|-66.842|28.0|Saint George, NB, CA|2002-01-30T00:00:00|2599-12-31T23:59:59
CN|GOBB|48.9493|-123.5105|173.0|Galiano Island, BC, CA|1999-02-02T00:00:00|2599-12-31T23:59:59
CN|GRQ|46.6059|-75.8587|303.0|Grand-Remous, QC, CA|1996-07-12T00:00:00|2599-12-31T23:59:59
CN|GTOO|49.7451|-86.9613|359.0|Geraldton, ON, CA|2017-06-11T00:00:00|2599-12-31T23:59:59
CN|HAL|44.6378|-63.5912|65.0|Halifax, NS, CA|2003-01-13T00:00:00|2599-12-31T23:59:59
CN|HOLB|50.6402|-128.1331|547.0|Holberg, BC, CA|1995-02-09T00:00:00|2599-12-31T23:59:59
CN|HOPB|49.3872|-121.4206|236.0|Hope, BC, CA|2001-11-23T00:00:00|2599-12-31T23:59:59
CN|HSNB|47.2769|-66.0601|337.0|Heath Steele Mine, NB, CA|2017-09-26T00:00:00|2599-12-31T23:59:59
CN|HYT|60.8267|-137.5072|1373.0|Haines Jct., YT, CA|1994-09-15T00:00:00|2599-12-31T23:59:59
CN|ICQ|49.5223|-67.2715|58.0|Islets-Caribou, QC, CA|1996-02-15T00:00:00|2599-12-31T23:59:59
CN|ILON|69.3712|-81.8243|50.0|Igloolik, NU, CA|2005-08-24T00:00:00|2599-12-31T23:59:59
CN|KAPO|49.451|-82.5077|221.0|Kapuskasing, ON, CA|1998-01-14T00:00:00|2599-12-31T23:59:59
CN|KGNO|44.2272|-76.4934|89.0|Kingston, ON, CA|1999-12-21T00:00:00|2599-12-31T23:59:59
CN|KILO|48.4972|-79.7232|314.0|Kirkland Lake, ON, CA|2003-06-22T00:00:00|2599-12-31T23:59:59
CN|KIPQ|46.7919|-79.0567|274.0|Kipawa, QC, CA|2017-06-04T00:00:00|2599-12-31T23:59:59
CN|KUKN|67.8227|-115.0897|51.0|Kugluktuk, NT, CA|2010-07-21T00:00:00|2599-12-31T23:59:59
CN|KUQ|58.109|-68.4113|54.0|Kuujjuaq, QC, CA|1998-02-04T00:00:00|2599-12-31T23:59:59
CN|LDAQ|47.9636|-71.2443|934.0|Lac Daran, QC, CA|2017-08-30T00:00:00|2599-12-31T23:59:59
CN|LGNH|18.511|-72.6058|62.0|LEOGANE, OU, HT|2010-02-14T00:00:00|2599-12-31T23:59:59
CN|LLLB|50.609|-121.8815|700.0|Lillooet, BC, CA|1998-11-17T00:00:00|2599-12-31T23:59:59
CN|LMN|45.8544|-64.8063|365.0|Caledonia Mtn., NB, CA|1993-07-26T00:00:00|2599-12-31T23:59:59
CN|LMQ|47.5485|-70.3258|455.0|La Malbaie, QC, CA|1992-06-03T00:00:00|2599-12-31T23:59:59
CN|MCNB|45.5958|-67.3198|167.0|McAdam, NB, CA|2016-05-21T00:00:00|2599-12-31T23:59:59
CN|MGRB|48.9997|-124.6971|1310.0|Mount Grey, BC, CA|2018-10-24T00:00:00|2599-12-31T23:59:59
CN|MNTQ|45.5003|-73.6228|112.0|Montreal, QC, CA|2010-07-26T00:00:00|2599-12-31T23:59:59
CN|MOBC|53.1437|-131.9663|704.0|Moresby, BC, CA|1996-02-26T00:00:00|2599-12-31T23:59:59
CN|NCSB|50.4031|-126.0559|1297.0|Newcastle Ridge, BC, CA|2017-11-01T00:00:00|2599-12-31T23:59:59
CN|NLLB|49.2271|-123.9882|199.0|Nanaimo Lost Lake, BC, CA|2003-01-01T00:00:00|2599-12-31T23:59:59
CN|NTKA|49.5924|-126.6166|12.0|Nootka, BC, CA|2013-03-23T00:00:00|2599-12-31T23:59:59
CN|ORIO|45.4515|-75.511|74.0|Orleans Innes Road, ON, CA|2008-06-19T00:00:00|2599-12-31T23:59:59
CN|OTT|45.3942|-75.7167|77.0|Ottawa, ON, CA|1992-06-01T00:00:00|2599-12-31T23:59:59
CN|OZB|48.9612|-125.4978|626.0|Mt. Ozzard, BC, CA|1996-03-28T00:00:00|2599-12-31T23:59:59
CN|PABB|49.2188|-124.8114|36.0|Port Alberni, BC, CA|2018-03-31T00:00:00|2599-12-31T23:59:59
CN|PACB|50.4355|-127.4925|24.0|Port Alice, BC, CA|2010-06-24T00:00:00|2599-12-31T23:59:59
CN|PGC|48.6498|-123.4521|12.0|Sidney, BC, CA|1993-07-01T00:00:00|2599-12-31T23:59:59
CN|PHC|50.7067|-127.433|32.0|Port Hardy, BC, CA|1995-12-14T00:00:00|2599-12-31T23:59:59
CN|PKLO|51.4987|-90.3522|376.2|Pickle Lake, ON, CA|2004-06-15T00:00:00|2599-12-31T23:59:59
CN|PLBC|59.455|-136.3659|285.0|Pleasant Camp, BC, CA|2005-09-03T00:00:00|2599-12-31T23:59:59
CN|PMAQ|49.8285|-64.3269|25.0|Port Menier Anticosti Is, QC, CA|2015-09-16T00:00:00|2599-12-31T23:59:59
CN|PNPO|48.5957|-86.2846|219.3|Pukaskwa, ON, CA|2004-06-18T00:00:00|2599-12-31T23:59:59
CN|PNT|49.3224|-119.6254|531.0|Penticton, BC, CA|1993-02-03T00:00:00|2599-12-31T23:59:59
CN|POIN|72.7012|-77.962|21.0|Pond Inlet, NU, CA|2018-09-07T00:00:00|2599-12-31T23:59:59
CN|PTRF|48.5442|-124.4131|164.0|Port Renfrew PTRF, BC, CA|2017-02-17T00:00:00|2599-12-31T23:59:59
CN|RES|74.6892|-94.8962|19.0|Resolute, NU, CA|1992-05-05T00:00:00|2599-12-31T23:59:59
CN|RUBB|54.3262|-130.2523|12.0|Prince Rupert, BC, CA|2001-07-18T00:00:00|2599-12-31T23:59:59
CN|SADO|44.7695|-79.1411|228.0|Sadowa, ON, CA|1993-12-03T00:00:00|2599-12-31T23:59:59
CN|SAKN|56.5359|-79.2324|2.0|Sanikiluaq, NU, CA|2014-11-25T00:00:00|2599-12-31T23:59:59
CN|SCHQ|54.8324|-66.8332|497.5|Schefferville, QC,|1994-12-22T00:00:00|2599-12-31T23:59:59
CN|SHB|49.5985|-123.8771|1129.0|Sechelt, BC, CA|1996-11-28T00:00:00|2599-12-31T23:59:59
CN|SJNN|47.5951|-52.678|143.0|St. Johns, NL, CA|2005-10-12T00:00:00|2599-12-31T23:59:59
CN|SNFQ|48.888|-67.3511|65.0|Sainte-Felicite, QC, CA|2018-06-16T00:00:00|2599-12-31T23:59:59
CN|SOLO|50.0215|-92.0808|370.0|Sioux Lookout, ON, CA|1998-11-04T00:00:00|2599-12-31T23:59:59
CN|SUBO|46.6115|-81.1321|281.0|Sudbury, ON, CA|2017-06-06T00:00:00|2599-12-31T23:59:59
CN|SYMB|48.5593|-123.7989|945.0|Survey Mountain, BC, CA|2016-09-19T00:00:00|2599-12-31T23:59:59
CN|TBO|48.6472|-89.4085|475.0|Thunder Bay, ON, CA|1993-10-05T00:00:00|2599-12-31T23:59:59
CN|TRQ|46.2176|-74.5513|860.0|Mont-Tremblant, QC, CA|2015-09-02T00:00:00|2599-12-31T23:59:59
CN|ULM|50.2503|-95.875|250.9|Lac Du Bonnet, MB, CA|1994-12-07T00:00:00|2599-12-31T23:59:59
CN|VGZ|48.4131|-123.3251|67.0|Victoria Gonzales, BC, CA|1994-07-21T00:00:00|2599-12-31T23:59:59
CN|VLDQ|48.1901|-77.7572|316.0|Val-dOr, QC, CA|2002-01-07T00:00:00|2599-12-31T23:59:59
CN|WBO|45.0012|-75.2753|840.0|Williamsburg, ON, CA|1993-12-16T00:00:00|2599-12-31T23:59:59
CN|WHY|60.6597|-134.8825|1273.0|Whitehorse, YT, CA|1994-10-03T00:00:00|2599-12-31T23:59:59
CN|WOSB|50.1608|-126.5704|961.0|Woss, BC, CA|1998-11-17T00:00:00|2599-12-31T23:59:59
CN|WPB|49.6478|-123.2094|260.0|Watts Point, BC, CA|1996-09-04T00:00:00|2599-12-31T23:59:59
CN|WSLR|50.1266|-122.9212|907.0|Whistler, BC, CA|2003-06-02T00:00:00|2599-12-31T23:59:59
CN|YUK2|61.7668|-140.8426|1229.0|White River, YT, CA|2010-08-28T00:00:00|2599-12-31T23:59:59
CN|YUK3|61.7755|-140.4595|2100.0|Moose Creek, YT, CA|2010-08-25T00:00:00|2599-12-31T23:59:59
CN|YUK4|61.4348|-138.5463|2009.0|Talbot Arm, YT, CA|2010-08-29T00:00:00|2599-12-31T23:59:59
CN|YUK5|61.1315|-137.8593|1619.0|Granite Creek, YT, CA|2010-08-23T00:00:00|2599-12-31T23:59:59
CN|YUK6|60.9432|-138.3626|2233.0|Outpost Mountain, YT, CA|2010-08-29T00:00:00|2599-12-31T23:59:59
CN|YUK7|60.5307|-138.1399|1992.0|Dusty Glacier, YT, CA|2010-08-24T00:00:00|2599-12-31T23:59:59
CN|YUK8|61.2844|-139.7646|2456.0|Steele Glacier, YT, CA|2012-09-07T00:00:00|2599-12-31T23:59:59
CO|BIRD|34.645|-80.4615|132.0|Birdtown, Kershaw, SC, USA|2010-08-25T00:00:00|2599-12-31T23:59:59
CO|CASEE|34.993|-82.9317|385.0|Lake Jocassee, SC, USA|2009-12-07T00:00:00|2599-12-31T23:59:59
CO|CSB|32.98698|-80.071545|6.0|Charleston Southern University, Charleston, SC, USA|2009-04-13T00:00:00|2599-12-31T23:59:59
CO|HAW|33.3612|-81.6097|112.0|Hawthorne Fire Tower, SC, USA|2010-03-11T00:00:00|2599-12-31T23:59:59
CO|HODGE|34.2315|-82.2586|151.0|Hodges, SC, USA|2010-03-25T00:00:00|2599-12-31T23:59:59
CO|JSC|34.2818|-81.25966|103.0|Jenkinsville, South Carolina|2009-04-13T00:00:00|2599-12-31T23:59:59
CO|PAULI|34.82097|-81.8144|179.0|Pauline, SC, USA|2011-04-26T00:00:00|2599-12-31T23:59:59
CO|SUMMV|33.0658|-80.2738|17.1|Summerville Airport, SC, USA|2015-04-21T00:00:00|2599-12-31T23:59:59
CO|TEEBA|32.8975|-80.1911|11.22|Mateeba, Summerville SC|2018-04-25T00:00:00|2599-12-31T23:59:59
CU|ANWB|17.66853|-61.78557|39.0|North Barbuda Island|2007-09-07T00:00:00|2599-12-31T23:59:59
CU|GRGR|12.1324|-61.654|195.0|Grenville, Grenada|2006-12-12T11:41:00|2599-12-31T23:59:59
CU|GRTK|21.51149|-71.1327|12.0|Grand Turk, Turks and Caicos Islands|2007-12-18T00:00:00|2599-12-31T23:59:59
CU|GTBY|19.9268|-75.1108|79.0|Guantanamo Bay, Cuba|2007-08-27T15:26:00|2599-12-31T23:59:59
CU|MTDJ|18.22605|-77.53454|925.0|Mount Denham, Jamaica|2007-12-08T00:00:00|2599-12-31T23:59:59
CW|CAIB|22.497055|-79.47097|33.0|Caibarien, Villa Clara|2016-02-08T00:00:00|2599-12-31T23:59:59
CW|CCCC|21.193399|-77.417297|89.6|Cascorrro,Camaguey,Cuba|1998-01-01T00:00:00|2599-12-31T23:59:59
CW|CHIV|19.97648|-76.415131|20.0|Chivirico, Guama, Santiago de Cuba|2015-11-04T00:00:00|2599-12-31T23:59:59
CW|MARV|20.005285|-75.906555|100.0|Mar Verde, Santiago de Cuba|2016-09-13T00:00:00|2599-12-31T23:59:59
CW|MASC|20.175501|-74.231201|413.6|Maisi,Guantanamo,Cuba|1998-01-01T00:00:00|2599-12-31T23:59:59
CW|NMDO|20.559826|-74.982674|50.0|Presa Nuevo Mundo, Moa, Holguin|2015-09-09T00:00:00|2599-12-31T23:59:59
CW|PILO|19.91395|-77.408806|472.0|El Mamey, Pilon, Granma|2016-01-29T00:00:00|2599-12-31T23:59:59
CW|QMBU|20.19887|-74.811867|355.0|Quimbuelo, San Antonio del Sur, Guantanamo|2016-09-17T00:00:00|2599-12-31T23:59:59
CW|SOR|22.7932|-83.008598|100.0|Soroa,Artemisa,Cuba|1998-01-01T00:00:00|2599-12-31T23:59:59
CY|CBCY|19.73797|-79.758278|31.5|The Bluff, Cayman Brac, Cayman Islands|2011-01-01T00:00:00|2599-12-31T23:59:59
CY|FSCY|19.312851|-81.183533|1.7|Frank Sound, Grand Cayman, Cayman Islands|2011-01-01T00:00:00|2599-12-31T23:59:59
CY|LCCY|19.667603|-80.08213|5.5|Blossom Village, Little Cayman, Cayman Islands|2011-01-01T00:00:00|2599-12-31T23:59:59
CZ|KHC|49.130901|13.5782|700.0|Kasperske Hory|1973-01-01T00:00:00|2599-12-31T23:59:59
DK|ANGG|65.616302|-37.6371|9.0|Tasiilaq, Greenland|2010-08-02T00:00:00|2599-12-31T23:59:59
DK|BSD|55.113998|14.915|88.0|BORNHOLM SKOVBRYNET, DENMARK|1996-09-01T00:00:00|2599-12-31T23:59:59
DK|DBG|74.307098|-20.219299|1.0|Daneborg, Greenland|2010-08-11T00:00:00|2599-12-31T23:59:59
DK|ILULI|69.212143|-51.104801|53.5|Ilulissat, Greenland|2009-07-14T00:00:00|2599-12-31T23:59:59
DK|ISOG|65.547997|-38.9757|12.0|Isortoq, Greenland|2012-09-06T00:00:00|2599-12-31T23:59:59
DK|KULLO|74.580498|-57.2201|44.0|Kullorsuaq, Greenland|1976-01-01T00:00:00|2599-12-31T23:59:59
DK|MUD|56.455002|9.1733|12.0|Station Monsted Kalkmine, Denmark|2004-12-04T00:00:00|2599-12-31T23:59:59
DK|NEEM|77.444702|-51.073799|2513.0|Ice sheet ridges, Greenland|2011-07-16T00:00:00|2599-12-31T23:59:59
DK|NOR|81.604698|-16.6609|36.0|Station Nord, Greenland|2010-07-06T00:00:00|2599-12-31T23:59:59
DK|NRS|61.159531|-45.418751|80.0|Narsarsuaq, Greenland|2009-01-29T00:00:00|2599-12-31T23:59:59
DK|NUUK|64.1838|-51.6679|110.0|Nuuk, Greenland|2010-07-26T00:00:00|2599-12-31T23:59:59
DK|SCO|70.485603|-21.949699|69.0|Ittoqqortoormiit, Greenland|2009-09-22T23:00:00|2599-12-31T23:59:59
DK|TULEG|76.537399|-68.8237|38.0|Thule Air Base, Greenland|2010-05-04T00:00:00|2599-12-31T23:59:59
EC|ANTS|-0.4973|-78.170403|4580.0|OVANTI_S|2011-10-15T00:00:00|2599-12-31T23:59:59
EC|CHSH|-1.49385|-78.869331|4476.0|OVCHIM_S|2012-09-20T00:00:00|2599-12-31T23:59:59
EC|COHC|-2.4661|-79.257401|626.0|RENSIG, RENAC|2012-05-02T00:00:00|2599-12-31T23:59:59
EC|GGPC|-0.1804|-78.593697|4495.0|OVPICH_S|2012-06-11T00:00:00|2599-12-31T23:59:59
EC|IMBA|0.2764|-78.199097|3404.0|OVIMBA_S|2011-10-05T00:00:00|2599-12-31T23:59:59
EC|SLOR|-0.729811|-78.496742|3600.0|TEMP - COTO|2015-06-16T00:00:00|2599-12-31T23:59:59
EC|TULM|0.7161|-77.786903|3677.0|RENSIG|2012-08-09T00:00:00|2599-12-31T23:59:59
EC|VCES|-0.79991|-78.39444|4044.0|RENSIG|2012-08-21T00:00:00|2599-12-31T23:59:59
EI|DSB|53.24519|-6.37619|236.0|Dublin, Ireland|2016-07-04T00:00:00|2599-12-31T23:59:59
EI|IDGL|55.073002|-7.51|123.0|Station Inch Island, Ireland|2011-01-01T00:00:00|2599-12-31T23:59:59
EI|IGLA|53.419498|-9.375|31.0|Station Glengowla, Ireland|2011-01-01T00:00:00|2599-12-31T23:59:59
